iter	RMSE
373	4.416701637
374	4.404448606
375	4.393983555
376	4.383451486
377	4.371229196
378	4.359541222
379	4.348764086
380	4.33840477
381	4.32830605
382	4.316571398
383	4.306380526
384	4.295960421
385	4.285726388
386	4.275790887
387	4.265290372
388	4.25484016
389	4.243280971
390	4.232711571
391	4.22243731
392	4.211553993
393	4.201718659
394	4.192044644
395	4.182686037
396	4.171675379
397	4.16253998
398	4.15140488
399	4.141856762
400	4.131902327
401	4.122465876
402	4.113142884
403	4.103982991
404	4.093413016
405	4.082903043
406	4.073508537
407	4.064441743
408	4.05559702
409	4.046534042
410	4.037330478
411	4.028304894
412	4.019532286
413	4.010831864
414	4.001924406
415	3.992652113
416	3.983981119
417	3.975471623
418	3.965779374
419	3.957195034
420	3.947663611
421	3.939500129
422	3.9294905
423	3.919666818
424	3.911431508
425	3.902609388
426	3.892708899
427	3.88489735
428	3.876729094
429	3.868568525
430	3.860778064
431	3.852950451
432	3.84359556
433	3.834113301
434	3.825773278
435	3.818126403
436	3.808836073
437	3.801171694
438	3.793659528
439	3.786168436
440	3.777031887
441	3.769607718
442	3.761636246
443	3.753721729
444	3.746457854
445	3.737554143
446	3.728724518
447	3.721500072
448	3.712873613
449	3.705607534
450	3.697832409
451	3.690606853
452	3.682164107
453	3.675174295
454	3.668282816
455	3.661483381
456	3.652976779
457	3.644321497
458	3.63745679
459	3.629239109
460	3.622196128
461	3.614720456
462	3.607199321
463	3.599618691
464	3.591820325
465	3.585135572
466	3.577647535
467	3.570509686
468	3.564003779
469	3.556431222
470	3.548755844
471	3.542223142
472	3.535759719
473	3.528198029
474	3.520413468
475	3.514090781
476	3.508048684
477	3.501998678
478	3.496047361
479	3.490161465
480	3.484313982
481	3.478479161
482	3.47258849
483	3.46676815
484	3.460268327
485	3.452821321
486	3.445617269
487	3.439494739
488	3.432812969
489	3.42657247
490	3.421014046
491	3.415251126
492	3.40985527
493	3.402894464
494	3.395843442
495	3.388886021
496	3.383596174
497	3.377061557
498	3.370354378
499	3.363725525
500	3.357500817
501	3.351656133
502	3.345059538
503	3.340023037
504	3.333487505
505	3.32727629
506	3.321556866
507	3.316488763
508	3.311446129
509	3.304950781
510	3.299895781
511	3.294573365
512	3.28822834
513	3.281844518
514	3.277027532
515	3.270834479
516	3.264700043
517	3.25999931
518	3.255239134
519	3.248957604
520	3.243086812
521	3.23705109
522	3.231276837
523	3.226544921
524	3.221862627
525	3.217230118
526	3.212698017
527	3.208291873
528	3.202407608
529	3.197077223
530	3.192706773
531	3.187717749
532	3.183195065
533	3.178805526
534	3.173207202
535	3.167447216
536	3.163129522
537	3.157451166
538	3.152724402
539	3.148242118
540	3.142599321
541	3.137568172
542	3.132133482
543	3.126829851
544	3.121484122
545	3.116090957
546	3.110935995
547	3.10548297
548	3.101315036
549	3.096643427
550	3.092910008
551	3.088100122
552	3.083046141
553	3.079277178
554	3.074209353
555	3.069091583
556	3.065559275
557	3.060577004
558	3.056857337
559	3.051784798
560	3.048051109
561	3.042984675
562	3.038147758
563	3.034403982
564	3.029515439
565	3.025948831
566	3.022395063
567	3.01880882
568	3.013949647
569	3.009113488
570	3.004477915
571	3.001035175
572	2.996433202
573	2.991922825
574	2.988617364
575	2.984358382
576	2.981180639
577	2.977904166
578	2.97342437
579	2.970037024
580	2.965543636
581	2.962059562
582	2.957836923
583	2.953437556
584	2.949045973
585	2.945577899
586	2.941113657
587	2.936893768
588	2.933400732
589	2.930388528
590	2.927341565
591	2.923069429
592	2.920070881
593	2.915770025
594	2.912877588
595	2.909167074
596	2.906100735
597	2.902022463
598	2.898084368
599	2.895207546
600	2.891361305
601	2.888597712
602	2.884495788
603	2.881714356
604	2.877778268
605	2.875022724
606	2.872197092
607	2.868207236
608	2.864528156
609	2.860694823
610	2.857183509
611	2.853672827
612	2.850116136
613	2.846760854
614	2.843176376
615	2.839440463
616	2.835746334
617	2.833194522
618	2.8296471
619	2.826098768
620	2.822507167
621	2.818909466
622	2.816348907
623	2.813782896
624	2.8112285
625	2.807741178
626	2.805354366
627	2.803001423
628	2.799664191
629	2.79733662
630	2.793941966
631	2.790619463
632	2.788375346
633	2.78617623
634	2.783036927
635	2.779631971
636	2.777416417
637	2.774569669
638	2.771182352
639	2.768536665
640	2.766306345
641	2.763144947
642	2.761021048
643	2.758826463
644	2.756644582
645	2.754517794
646	2.752413476
647	2.75034341
648	2.747310774
649	2.744121377
650	2.740961413
651	2.737747012
652	2.734677732
653	2.731862524
654	2.729835891
655	2.727600161
656	2.724760328
657	2.72209358
658	2.71904231
659	2.716079298
660	2.713297199
661	2.710446161
662	2.708625706
663	2.706097695
664	2.70315971
665	2.701003493
666	2.69805026
667	2.69530848
668	2.693540179
669	2.691831458
670	2.689105253
671	2.686283712
672	2.68366522
673	2.681921797
674	2.679259099
675	2.676434387
676	2.674714789
677	2.67306667
678	2.671418883
679	2.669667586
680	2.667070808
681	2.664418872
682	2.662762698
683	2.660229326
684	2.657692564
685	2.656042309
686	2.654384146
687	2.652803814
688	2.650365599
689	2.647849529
690	2.645282498
691	2.642832141
692	2.640393942
693	2.638848118
694	2.637064827
695	2.635409751
696	2.63296689
697	2.631483078
698	2.629048797
699	2.626839963
700	2.62444814
701	2.622049488
702	2.620441525
703	2.618079154
704	2.616582083
705	2.615139396
706	2.612732993
707	2.61056979
708	2.608794049
709	2.606557114
710	2.604356
711	2.602861297
712	2.600588951
713	2.598399921
714	2.596854593
715	2.595348396
716	2.593152859
717	2.591552906
718	2.589467224
719	2.588178267
720	2.58695157
721	2.585131899
722	2.583844787
723	2.582617835
724	2.581343615
725	2.579318314
726	2.577344756
727	2.575615858
728	2.574302554
729	2.572342126
730	2.570465952
731	2.569221325
732	2.568072093
733	2.566228473
734	2.564271916
735	2.562766988
736	2.561523724
737	2.559593721
738	2.558321256
739	2.556456657
740	2.555367767
741	2.55353699
742	2.55185911
743	2.550162421
744	2.549048868
745	2.547300837
746	2.546199825
747	2.544480153
748	2.543295135
749	2.542246451
750	2.540549594
751	2.538726338
752	2.537689248
753	2.535832308
754	2.533973371
755	2.532461803
756	2.530538086
757	2.529476576
758	2.528481209
759	2.527410423
760	2.525602152
761	2.524621312
762	2.523645058
763	2.522681206
764	2.521652653
765	2.520644261
766	2.519770037
767	2.518896314
768	2.517984936
769	2.516513754
770	2.515597113
771	2.514024795
772	2.512432693
773	2.510845328
774	2.509611451
775	2.507926603
776	2.506330331
777	2.504948507
778	2.50334758
779	2.502191035
780	2.501321598
781	2.499853208
782	2.498262111
783	2.496994242
784	2.495409618
785	2.493900636
786	2.492369222
787	2.491540755
788	2.490726377
789	2.489250079
790	2.487936216
791	2.487175249
792	2.48566477
793	2.48485135
794	2.483877479
795	2.482995305
796	2.482208974
797	2.480828918
798	2.480092608
799	2.478545646
800	2.477771507
801	2.477041563
802	2.476312415
803	2.475615636
804	2.474300624
805	2.473304564
806	2.472523083
807	2.4712191
808	2.469936838
809	2.468536289
810	2.467833402
811	2.466604906
812	2.465250377
813	2.464559227
814	2.463862312
815	2.463145352
816	2.462444075
817	2.461578535
818	2.460877213
819	2.459579259
820	2.458736569
821	2.458118249
822	2.456776715
823	2.455572399
824	2.454976178
825	2.454318699
826	2.453048383
827	2.451766292
828	2.451098404
829	2.450425466
830	2.449785304
831	2.449220513
832	2.448215428
833	2.447567425
834	2.446517544
835	2.445864202
836	2.444909271
837	2.443757928
838	2.442555675
839	2.441989253
840	2.440768655
841	2.44009118
842	2.439483384
843	2.438419687
844	2.437244691
845	2.436172954
846	2.435453397
847	2.434290976
848	2.433241636
849	2.432101379
850	2.43099832
851	2.42985726
852	2.429249403
853	2.428715827
854	2.42816628
855	2.427023663
856	2.426499936
857	2.425573167
858	2.424543655
859	2.42345568
860	2.422920332
861	2.421900776
862	2.421442834
863	2.420381995
864	2.419823061
865	2.418798067
866	2.417694102
867	2.416673509
868	2.415660339
869	2.414561357
870	2.413945022
871	2.412911263
872	2.412480946
873	2.411515758
874	2.410517968
875	2.409895572
876	2.409309385
877	2.408442012
878	2.407502879
879	2.406616537
880	2.406159977
881	2.405716907
882	2.405219406
883	2.404789553
884	2.404356773
885	2.403957234
886	2.40307324
887	2.402476032
888	2.402055698
889	2.401129933
890	2.400322742
891	2.399892168
892	2.399104358
893	2.398701006
894	2.398111212
895	2.397472715
896	2.397010449
897	2.396152266
898	2.395746927
899	2.395311069
900	2.394752965
901	2.394367536
902	2.393945859
903	2.393625367
904	2.392733348
905	2.39228492
906	2.391913066
907	2.391504607
908	2.390635978
909	2.390257861
910	2.38950225
911	2.389144123
912	2.388289025
913	2.387424831
914	2.386599582
915	2.386229947
916	2.385456657
917	2.385088293
918	2.384269152
919	2.383927469
920	2.38324837
921	2.382935177
922	2.382590348
923	2.382187882
924	2.381475008
925	2.381148587
926	2.380807955
927	2.379921993
928	2.37933808
929	2.378521593
930	2.377741017
931	2.377311891
932	2.376484223
933	2.376207888
934	2.375780655
935	2.375210072
936	2.374516626
937	2.374134368
938	2.373795298
939	2.373504316
940	2.372791268
941	2.372082208
942	2.371546205
943	2.37076679
944	2.37029484
945	2.370009456
946	2.369218547
947	2.368524345
948	2.367840574
949	2.367123923
950	2.366825682
951	2.365841094
952	2.365398727
953	2.364715021
954	2.364125887
955	2.363374073
956	2.363117074
957	2.362837519
958	2.362514984
959	2.36212458
960	2.361624962
961	2.360966052
962	2.360348725
963	2.359948384
964	2.359522697
965	2.358921344
966	2.358377979
967	2.357901836
968	2.35741235
969	2.357199689
970	2.356629311
971	2.356008646
972	2.355488745
973	2.354528155
974	2.353892852
975	2.35363539
976	2.353395604
977	2.352678212
978	2.352467534
979	2.352195414
980	2.351516411
981	2.350957385
982	2.350261183
983	2.349999879
984	2.349760237
985	2.349483656
986	2.349256866
987	2.348562282
988	2.34833796
989	2.347697909
990	2.347192492
991	2.346862968
992	2.346637699
993	2.346413444
994	2.345987797
995	2.345425871
996	2.34519096
997	2.344928423
998	2.34467308
999	2.344406421
1000	2.343771311
1001	2.343522611
1002	2.343315497
1003	2.34269052
1004	2.342504305
1005	2.34234155
1006	2.342081369
1007	2.341906332
1008	2.341653141
1009	2.341157026
1010	2.340934063
1011	2.340695191
1012	2.340458685
1013	2.340021669
1014	2.339462614
1015	2.339031474
1016	2.338565805
1017	2.337985692
1018	2.337502096
1019	2.337249072
1020	2.33667728
1021	2.336118777
1022	2.335944503
1023	2.33539659
1024	2.335192283
1025	2.334719652
1026	2.334570693
1027	2.334051586
1028	2.333736183
1029	2.333338104
1030	2.33309403
1031	2.332609335
1032	2.33194813
1033	2.331550057
1034	2.331030277
1035	2.330894239
1036	2.330409322
1037	2.330196531
1038	2.329984986
1039	2.32964849
1040	2.329199161
1041	2.328946481
1042	2.328461084
1043	2.327951331
1044	2.327717233
1045	2.32730987
1046	2.327151003
1047	2.32699794
1048	2.326834372
1049	2.326340788
1050	2.325896268
1051	2.325392606
1052	2.324969907
1053	2.324585961
1054	2.324204399
1055	2.323933658
1056	2.323397654
1057	2.322837764
1058	2.322604339
1059	2.322110555
1060	2.321962995
1061	2.321482845
1062	2.320980415
1063	2.320788862
1064	2.320656453
1065	2.320367581
1066	2.319923197
1067	2.319670592
1068	2.319231679
1069	2.319044719
1070	2.318886761
1071	2.318536395
1072	2.318321155
1073	2.318090173
1074	2.31770458
1075	2.317522281
1076	2.317074307
1077	2.316649719
1078	2.316183508
1079	2.315931223
1080	2.315699661
1081	2.31553185
1082	2.315244862
1083	2.31492524
1084	2.314279642
1085	2.313794996
1086	2.313329105
1087	2.313210583
1088	2.313078575
1089	2.312781554
1090	2.312339627
1091	2.311898178
1092	2.311746755
1093	2.311578267
1094	2.311359732
1095	2.31123026
1096	2.31080493
1097	2.310470833
1098	2.310285083
1099	2.310078059
1100	2.309930943
1101	2.309467858
1102	2.309125347
1103	2.308734534
1104	2.308553779
1105	2.308351032
1106	2.308152657
1107	2.307810443
1108	2.307697012
1109	2.307510183
1110	2.307366695
1111	2.307019903
1112	2.306580376
1113	2.306445236
1114	2.306032071
1115	2.305890737
1116	2.305361886
1117	2.305205524
1118	2.304747677
1119	2.30434804
1120	2.303914125
1121	2.303788492
1122	2.303407887
1123	2.303183992
1124	2.302989757
1125	2.302898392
1126	2.302440256
1127	2.302068471
1128	2.301672316
1129	2.301558436
1130	2.301159401
1131	2.301057621
1132	2.300589594
1133	2.300184819
1134	2.299934433
1135	2.299717201
1136	2.299596602
1137	2.29919197
1138	2.299067962
1139	2.298704418
1140	2.298462369
1141	2.298335541
1142	2.297857159
1143	2.297694638
1144	2.297376928
1145	2.297100264
1146	2.296842086
1147	2.296722055
1148	2.296382223
1149	2.296107048
1150	2.295721375
1151	2.295519414
1152	2.295404417
1153	2.295269461
1154	2.294950097
1155	2.294630722
1156	2.294402267
1157	2.294084288
1158	2.293983294
1159	2.293817356
1160	2.293465996
1161	2.293358171
1162	2.293215811
1163	2.292829297
1164	2.292737575
1165	2.292288253
1166	2.291949996
1167	2.2916183
1168	2.291235158
1169	2.29108384
1170	2.290852636
1171	2.290711702
1172	2.290593999
1173	2.290329487
1174	2.289985582
1175	2.289639596
1176	2.289221702
1177	2.288879619
1178	2.288526346
1179	2.288312803
1180	2.288202082
1181	2.28810835
1182	2.287792182
1183	2.287498647
1184	2.287163344
1185	2.286768583
1186	2.286393207
1187	2.286071162
1188	2.286007679
1189	2.28580115
1190	2.285524656
1191	2.285174158
1192	2.284828158
1193	2.284559502
1194	2.284178731
1195	2.283799985
1196	2.283705435
1197	2.283443607
1198	2.283165431
1199	2.282833509
1200	2.282520156
1201	2.282325345
1202	2.281959934
1203	2.281720498
1204	2.28158151
1205	2.281502488
1206	2.281172211
1207	2.280794941
1208	2.280318839
1209	2.279927246
1210	2.279556089
1211	2.279251927
1212	2.278898107
1213	2.27881782
1214	2.278638537
1215	2.278178995
1216	2.27798521
1217	2.277813674
1218	2.277553481
1219	2.277403222
1220	2.277319251
1221	2.27710239
1222	2.276808741
1223	2.276560771
1224	2.276473429
1225	2.276394271
1226	2.276297291
1227	2.276218444
1228	2.276044533
1229	2.275749744
1230	2.275647584
1231	2.275414844
1232	2.275363714
1233	2.275233637
1234	2.274923323
1235	2.274685362
1236	2.274387325
1237	2.274098545
1238	2.273994361
1239	2.273897898
1240	2.273493867
1241	2.273163379
1242	2.272962509
1243	2.272713167
1244	2.272644694
1245	2.272364176
1246	2.272187532
1247	2.271890061
1248	2.271747097
1249	2.271679207
1250	2.271600303
1251	2.271402138
1252	2.271154123
1253	2.270964745
1254	2.27068287
1255	2.270513775
1256	2.270361357
1257	2.270023666
1258	2.269736144
1259	2.269458331
1260	2.269260305
1261	2.268996961
1262	2.268886089
1263	2.268654086
1264	2.268365627
1265	2.268084731
1266	2.268016886
1267	2.267816804
1268	2.267513936
1269	2.267185825
1270	2.266813584
1271	2.266668124
1272	2.266419657
1273	2.266249426
1274	2.266176482
1275	2.266032028
1276	2.265754536
1277	2.265512734
1278	2.265300773
1279	2.265249902
1280	2.265154956
1281	2.26492527
1282	2.264861141
1283	2.264820727
1284	2.264534283
1285	2.264228779
1286	2.264093057
1287	2.263984027
1288	2.263863213
1289	2.263808479
1290	2.263707691
1291	2.263533336
1292	2.263411631
1293	2.263062839
1294	2.262857093
1295	2.262528532
1296	2.26242479
1297	2.262157499
1298	2.262003001
1299	2.261726364
1300	2.261444202
1301	2.261201201
1302	2.261033049
1303	2.260892887
1304	2.26077758
1305	2.26071809
1306	2.260518117
1307	2.260271853
1308	2.260052572
1309	2.259790595
1310	2.259711577
1311	2.259459713
1312	2.259239408
1313	2.25909817
1314	2.258926715
1315	2.258800029
1316	2.258730565
1317	2.258479236
1318	2.258095048
1319	2.257825313
1320	2.257563304
1321	2.257385039
1322	2.25721665
1323	2.257116155
1324	2.256871886
1325	2.256642792
1326	2.256406358
1327	2.256250367
1328	2.256056307
1329	2.255776629
1330	2.255653836
1331	2.255399058
1332	2.255224193
1333	2.25514324
1334	2.254835593
1335	2.254583023
1336	2.254488935
1337	2.254278867
1338	2.254009459
1339	2.253661356
1340	2.253572838
1341	2.253446569
1342	2.253217134
1343	2.252974373
1344	2.252541523
1345	2.252361455
1346	2.252164193
1347	2.251978156
1348	2.251775052
1349	2.25152477
1350	2.251267201
1351	2.250914044
1352	2.250655806
1353	2.250514085
1354	2.250382154
1355	2.250305776
1356	2.25019807
1357	2.250066095
1358	2.249836448
1359	2.249745313
1360	2.24965487
1361	2.249538575
1362	2.249386536
1363	2.249195884
1364	2.249113142
1365	2.248934725
1366	2.24872197
1367	2.248644702
1368	2.248487036
1369	2.248373841
1370	2.248075491
1371	2.247738681
1372	2.247659356
1373	2.247537071
1374	2.247467671
1375	2.247303294
1376	2.247033082
1377	2.24686944
1378	2.246721821
1379	2.246641224
1380	2.246561012
1381	2.246462616
1382	2.246415095
1383	2.24624499
1384	2.246160578
1385	2.245828297
1386	2.245637653
1387	2.245523088
1388	2.245473071
1389	2.245293336
1390	2.245205634
1391	2.244997643
1392	2.244816887
1393	2.244672186
1394	2.244562219
1395	2.244451775
1396	2.244164595
1397	2.243902337
1398	2.243686952
1399	2.24336263
1400	2.243180092
1401	2.24304506
1402	2.242862668
1403	2.242716278
1404	2.24252102
1405	2.242181591
1406	2.242118362
1407	2.241947247
1408	2.241718167
1409	2.241523088
1410	2.241375916
1411	2.241255186
1412	2.241178753
1413	2.240977673
1414	2.240885371
1415	2.240640202
1416	2.240497814
1417	2.240409758
1418	2.240217145
1419	2.240170642
1420	2.239949393
1421	2.239768404
1422	2.239652521
1423	2.239462876
1424	2.239303144
1425	2.239200557
1426	2.239025774
1427	2.238838245
1428	2.238783843
1429	2.238468327
1430	2.238258722
1431	2.238168467
1432	2.238020929
1433	2.237801482
1434	2.237772894
1435	2.23758697
1436	2.237428684
1437	2.237236185
1438	2.237184748
1439	2.237082619
1440	2.237006478
1441	2.236797525
1442	2.236737094
1443	2.236640115
1444	2.236360787
1445	2.236211085
1446	2.236161608
1447	2.235953939
1448	2.235878459
1449	2.235837664
1450	2.235620545
1451	2.235492321
1452	2.235321129
1453	2.235151981
1454	2.234994784
1455	2.234915727
1456	2.234742252
1457	2.234651478
1458	2.23453282
1459	2.234528133
1460	2.23442307
1461	2.234316612
1462	2.234088492
1463	2.233944395
1464	2.233860714
1465	2.233751641
1466	2.233591816
1467	2.233516609
1468	2.233278382
1469	2.232924029
1470	2.232802829
1471	2.23270342
1472	2.2325283
1473	2.232285458
1474	2.232204205
1475	2.231830055
1476	2.231743674
1477	2.23160202
1478	2.231506665
1479	2.231162269
1480	2.231098015
1481	2.230916071
1482	2.230864868
1483	2.230603052
1484	2.230419164
1485	2.230037634
1486	2.22995593
1487	2.229803887
1488	2.229705506
1489	2.229599258
1490	2.229464284
1491	2.229258945
1492	2.229061714
1493	2.228921097
1494	2.228871465
1495	2.228646155
1496	2.228422377
1497	2.2283551
1498	2.228234686
1499	2.22816497
1500	2.227980896
1501	2.227851642
1502	2.227592587
1503	2.227432987
1504	2.227396015
1505	2.227238251
1506	2.227114325
1507	2.227020583
1508	2.226876615
1509	2.226765433
1510	2.226611368
1511	2.226463207
1512	2.226260997
1513	2.226057706
1514	2.22596946
1515	2.225752856
1516	2.225619935
1517	2.225533918
1518	2.225481928
1519	2.225247937
1520	2.225117956
1521	2.225082874
1522	2.224948948
1523	2.224838647
1524	2.224733561
1525	2.224705889
1526	2.22467006
1527	2.224559509
1528	2.224426329
1529	2.2242594
1530	2.224169852
1531	2.223986834
1532	2.22383396
1533	2.223604986
1534	2.223437461
1535	2.223259399
1536	2.223145185
1537	2.223053594
1538	2.222994806
1539	2.222813445
1540	2.222680424
1541	2.222518495
1542	2.222361286
1543	2.222276436
1544	2.222116265
1545	2.222075191
1546	2.221912753
1547	2.221716634
1548	2.221542619
1549	2.221180117
1550	2.221048835
1551	2.220846266
1552	2.220713298
1553	2.220656324
1554	2.220404569
1555	2.220329288
1556	2.220295331
1557	2.220159221
1558	2.220089034
1559	2.219931586
1560	2.219786968
1561	2.219621075
1562	2.219543098
1563	2.21932854
1564	2.219259836
1565	2.219198999
1566	2.218946163
1567	2.218752948
1568	2.218634548
1569	2.218434181
1570	2.218280345
1571	2.218248285
1572	2.218154337
1573	2.218015359
1574	2.217977545
1575	2.217856321
1576	2.217807357
1577	2.21769547
1578	2.217633931
1579	2.217522404
1580	2.217374628
1581	2.217121838
1582	2.217109539
1583	2.217036231
1584	2.216911213
1585	2.216694469
1586	2.216520229
1587	2.216384198
1588	2.21627742
1589	2.216215415
1590	2.216081496
1591	2.215920817
1592	2.215803405
1593	2.215759945
1594	2.215445904
1595	2.215183456
1596	2.215108474
1597	2.214895822
1598	2.214830292
1599	2.214703856
1600	2.214557944
1601	2.214483251
1602	2.21436001
1603	2.214217064
1604	2.214143397
1605	2.214015062
1606	2.213951083
1607	2.213766629
1608	2.213573184
1609	2.213488847
1610	2.213409121
1611	2.213276541
1612	2.213122678
1613	2.212796016
1614	2.212673204
1615	2.21266281
1616	2.212490261
1617	2.212314281
1618	2.212238066
1619	2.212177389
1620	2.211991154
1621	2.211883384
1622	2.211735494
1623	2.211717449
1624	2.211569413
1625	2.211386254
1626	2.211244016
1627	2.211066737
1628	2.211039593
1629	2.210946544
1630	2.210833646
1631	2.210718069
1632	2.210504049
1633	2.210426125
1634	2.210299171
1635	2.210168896
1636	2.209987227
1637	2.209921044
1638	2.209796118
1639	2.209629989
1640	2.209551336
1641	2.209495043
1642	2.20941517
1643	2.209303364
1644	2.209259377
1645	2.209189285
1646	2.208897514
1647	2.208819306
1648	2.20876201
1649	2.208572572
1650	2.208449014
1651	2.208367528
1652	2.208208714
1653	2.208085492
1654	2.207944228
1655	2.207851327
1656	2.207578419
1657	2.207412339
1658	2.207311412
1659	2.2071884
1660	2.207111943
1661	2.206865953
1662	2.206725742
1663	2.206638927
1664	2.206277528
