iter	Passed	Remaining
1495	61016	4017636
1496	61054	4017434
1497	61095	4017368
1498	61134	4017213
1499	61172	4016995
1500	61209	4016736
1501	61247	4016496
1502	61286	4016318
1503	61323	4016031
1504	61360	4015771
1505	61398	4015538
1506	61435	4015244
1507	61474	4015060
1508	61511	4014794
1509	61548	4014483
1510	61583	4014092
1511	61619	4013728
1512	61656	4013481
1513	61697	4013434
1514	61733	4013095
1515	61773	4012992
1516	61810	4012722
1517	61848	4012524
1518	61895	4012827
1519	61938	4012960
1520	61974	4012590
1521	62012	4012383
1522	62049	4012108
1523	62090	4012071
1524	62126	4011751
1525	62163	4011490
1526	62202	4011278
1527	62240	4011112
1528	62280	4010979
1529	62316	4010676
1530	62354	4010448
1531	62391	4010166
1532	62428	4009880
1533	62467	4009738
1534	62504	4009460
1535	62541	4009160
1536	62585	4009314
1537	62630	4009593
1538	62674	4009760
1539	62719	4009984
1540	62762	4010049
1541	62805	4010162
1542	62846	4010131
1543	62885	4010004
1544	62924	4009857
1545	62966	4009901
1546	63003	4009608
1547	63041	4009379
1548	63086	4009669
1549	63127	4009640
1550	63167	4009501
1551	63209	4009592
1552	63246	4009316
1553	63283	4009024
1554	63325	4009053
1555	63365	4008992
1556	63407	4009036
1557	63452	4009235
1558	63489	4008958
1559	63528	4008821
1560	63572	4008993
1561	63617	4009220
1562	63658	4009182
1563	63701	4009281
1564	63741	4009174
1565	63787	4009489
1566	63831	4009682
1567	63879	4010087
1568	63922	4010182
1569	63958	4009850
1570	63995	4009580
1571	64036	4009534
1572	64078	4009554
1573	64116	4009368
1574	64155	4009211
1575	64193	4009021
1576	64230	4008719
1577	64268	4008498
1578	64304	4008198
1579	64347	4008247
1580	64392	4008512
1581	64436	4008683
1582	64458	4007477
1583	64493	4007050
1584	64533	4006982
1585	64570	4006715
1586	64610	4006625
1587	64646	4006322
1588	64683	4006025
1589	64722	4005887
1590	64762	4005786
1591	64800	4005597
1592	64842	4005599
1593	64880	4005444
1594	64923	4005517
1595	64969	4005827
1596	65017	4006224
1597	65063	4006466
1598	65112	4006938
1599	65158	4007224
1600	65202	4007433
1601	65249	4007742
1602	65291	4007807
1603	65330	4007631
1604	65372	4007686
1605	65415	4007759
1606	65460	4007986
1607	65506	4008268
1608	65551	4008479
1609	65595	4008679
1610	65634	4008482
1611	65673	4008338
1612	65712	4008188
1613	65751	4008069
1614	65794	4008155
1615	65832	4007963
1616	65869	4007695
1617	65909	4007580
1618	65952	4007704
1619	65993	4007649
1620	66032	4007506
1621	66072	4007435
1622	66109	4007181
1623	66154	4007387
1624	66198	4007529
1625	66245	4007898
1626	66287	4007954
1627	66331	4008085
1628	66369	4007889
1629	66408	4007748
1630	66445	4007466
1631	66481	4007110
1632	66533	4007795
1633	66572	4007643
1634	66615	4007748
1635	66655	4007625
1636	66695	4007562
1637	66737	4007606
1638	66776	4007438
1639	66823	4007777
1640	66863	4007700
1641	66902	4007564
1642	66940	4007343
1643	66977	4007082
1644	67016	4006907
1645	67052	4006584
1646	67090	4006428
1647	67132	4006455
1648	67175	4006530
1649	67220	4006757
1650	67261	4006709
1651	67301	4006655
1652	67341	4006568
1653	67385	4006705
1654	67425	4006612
1655	67468	4006732
1656	67510	4006727
1657	67551	4006704
1658	67590	4006585
1659	67629	4006428
1660	67668	4006310
1661	67707	4006132
1662	67748	4006105
1663	67792	4006286
1664	67836	4006442
1665	67879	4006546
1666	67919	4006425
1667	67959	4006322
1668	67998	4006216
1669	68040	4006242
1670	68088	4006623
1671	68131	4006698
1672	68179	4007075
1673	68219	4006993
1674	68260	4006987
1675	68305	4007180
1676	68343	4006988
1677	68386	4007072
1678	68429	4007194
1679	68473	4007306
1680	68515	4007385
1681	68555	4007250
1682	68593	4007080
1683	68630	4006823
1684	68667	4006545
1685	68714	4006893
1686	68761	4007225
1687	68806	4007434
1688	68850	4007549
1689	68887	4007295
1690	68924	4007022
1691	68966	4007059
1692	69009	4007164
1693	69053	4007326
1694	69098	4007532
1695	69142	4007667
1696	69182	4007567
1697	69225	4007676
1698	69268	4007724
1699	69313	4007933
1700	69358	4008180
1701	69402	4008292
1702	69442	4008212
1703	69478	4007904
1704	69516	4007694
1705	69558	4007732
1706	69603	4007942
1707	69648	4008143
1708	69692	4008296
1709	69733	4008240
1710	69776	4008328
1711	69815	4008202
1712	69861	4008460
1713	69907	4008682
1714	69953	4008970
1715	69996	4009076
1716	70042	4009302
1717	70083	4009301
1718	70123	4009169
1719	70169	4009463
1720	70215	4009734
1721	70261	4009937
1722	70304	4010058
1723	70343	4009896
1724	70382	4009780
1725	70419	4009532
1726	70461	4009534
1727	70504	4009634
1728	70554	4010097
1729	70597	4010193
1730	70639	4010182
1731	70676	4009957
1732	70713	4009671
1733	70753	4009593
1734	70799	4009861
1735	70846	4010157
1736	70892	4010426
1737	70931	4010257
1738	70968	4010000
1739	71006	4009801
1740	71051	4010026
1741	71099	4010396
1742	71147	4010724
1743	71191	4010864
1744	71236	4011058
1745	71275	4010938
1746	71314	4010813
1747	71355	4010758
1748	71399	4010896
1749	71442	4010966
1750	71485	4011044
1751	71524	4010897
1752	71564	4010823
1753	71605	4010783
1754	71646	4010753
1755	71689	4010833
1756	71732	4010955
1757	71780	4011316
1758	71821	4011258
1759	71860	4011118
1760	71897	4010841
1761	71935	4010679
1762	71984	4011069
1763	72029	4011259
1764	72074	4011452
1765	72113	4011326
1766	72150	4011054
1767	72189	4010923
1768	72225	4010627
1769	72269	4010771
1770	72314	4010918
1771	72357	4011005
1772	72404	4011304
1773	72444	4011241
1774	72485	4011193
1775	72524	4011064
1776	72569	4011273
1777	72614	4011440
1778	72661	4011729
1779	72700	4011598
1780	72739	4011433
1781	72776	4011207
1782	72820	4011311
1783	72867	4011643
1784	72909	4011673
1785	72953	4011797
1786	72991	4011569
1787	73028	4011321
1788	73064	4011049
1789	73111	4011325
1790	73156	4011496
1791	73204	4011859
1792	73248	4012004
1793	73286	4011810
1794	73325	4011651
1795	73371	4011917
1796	73415	4012020
1797	73458	4012124
1798	73502	4012227
1799	73541	4012119
1800	73580	4011969
1801	73620	4011885
1802	73665	4012071
1803	73714	4012437
1804	73758	4012567
1805	73799	4012542
1806	73837	4012382
1807	73878	4012320
1808	73921	4012414
1809	73966	4012604
1810	74010	4012707
1811	74051	4012698
1812	74093	4012677
1813	74134	4012671
1814	74174	4012569
1815	74218	4012712
1816	74263	4012871
1817	74311	4013237
1818	74351	4013135
1819	74389	4012925
1820	74426	4012684
1821	74470	4012808
1822	74519	4013202
1823	74564	4013381
1824	74602	4013203
1825	74642	4013110
1826	74678	4012839
1827	74719	4012802
1828	74762	4012878
1829	74809	4013117
1830	74849	4013034
1831	74888	4012897
1832	74924	4012627
1833	74967	4012659
1834	75013	4012892
1835	75056	4012972
1836	75100	4013127
1837	75140	4013038
1838	75179	4012888
1839	75217	4012697
1840	75263	4012910
1841	75307	4013040
1842	75351	4013182
1843	75397	4013390
1844	75434	4013138
1845	75471	4012882
1846	75511	4012800
1847	75556	4013011
1848	75605	4013406
1849	75652	4013689
1850	75692	4013597
1851	75731	4013454
1852	75771	4013373
1853	75811	4013276
1854	75851	4013173
1855	75887	4012886
1856	75928	4012867
1857	75967	4012710
1858	76007	4012621
1859	76045	4012430
1860	76086	4012410
1861	76129	4012447
1862	76172	4012543
1863	76214	4012528
1864	76256	4012583
1865	76299	4012650
1866	76339	4012542
1867	76376	4012318
1868	76413	4012080
1869	76450	4011827
1870	76488	4011603
1871	76525	4011359
1872	76563	4011191
1873	76600	4010962
1874	76638	4010768
1875	76678	4010678
1876	76716	4010492
1877	76757	4010441
1878	76808	4010933
1879	76852	4011030
1880	76894	4011083
1881	76935	4011032
1882	76973	4010833
1883	77012	4010677
1884	77056	4010826
1885	77102	4011029
1886	77146	4011194
1887	77189	4011232
1888	77229	4011160
1889	77271	4011155
1890	77321	4011574
1891	77369	4011927
1892	77413	4012056
1893	77452	4011909
1894	77493	4011856
1895	77536	4011960
1896	77583	4012203
1897	77631	4012529
1898	77674	4012627
1899	77717	4012651
1900	77754	4012436
1901	77792	4012262
1902	77831	4012089
1903	77867	4011819
1904	77907	4011712
1905	77944	4011500
1906	77982	4011270
1907	78019	4011027
1908	78056	4010811
1909	78096	4010739
1910	78135	4010585
1911	78172	4010333
1912	78210	4010172
1913	78251	4010114
1914	78290	4009986
1915	78327	4009745
1916	78363	4009453
1917	78400	4009212
1918	78439	4009067
1919	78480	4009044
1920	78523	4009138
1921	78573	4009544
1922	78617	4009635
1923	78654	4009423
1924	78693	4009281
1925	78730	4009034
1926	78768	4008853
1927	78810	4008875
1928	78855	4009051
1929	78904	4009393
1930	78949	4009583
1931	78992	4009661
1932	79031	4009525
1933	79069	4009314
1934	79106	4009091
1935	79143	4008831
1936	79180	4008624
1937	79219	4008495
1938	79265	4008675
1939	79309	4008809
1940	79354	4008977
1941	79402	4009287
1942	79443	4009266
1943	79487	4009351
1944	79529	4009404
1945	79574	4009544
1946	79608	4009162
1947	79652	4009271
1948	79691	4009171
1949	79730	4009006
1950	79766	4008719
1951	79811	4008913
1952	79856	4009059
1953	79900	4009156
1954	79947	4009440
1955	79988	4009419
1956	80028	4009339
1957	80070	4009319
1958	80113	4009412
1959	80156	4009479
1960	80204	4009777
1961	80250	4010000
1962	80290	4009879
1963	80325	4009574
1964	80362	4009343
1965	80402	4009240
1966	80439	4009024
1967	80485	4009230
1968	80531	4009419
1969	80575	4009529
1970	80622	4009791
1971	80664	4009851
1972	80702	4009623
1973	80740	4009447
1974	80777	4009222
1975	80814	4008981
1976	80856	4008997
1977	80898	4008991
1978	80944	4009218
1979	80989	4009364
1980	81031	4009389
1981	81076	4009578
1982	81115	4009449
1983	81152	4009211
1984	81190	4009009
1985	81228	4008817
1986	81267	4008673
1987	81311	4008808
1988	81356	4008961
1989	81398	4008958
1990	81442	4009091
1991	81488	4009298
1992	81527	4009181
1993	81566	4009037
1994	81604	4008870
1995	81644	4008771
1996	81690	4008962
1997	81736	4009163
1998	81780	4009276
1999	81825	4009448
2000	81866	4009404
2001	81909	4009479
2002	81953	4009583
2003	81997	4009691
2004	82037	4009591
2005	82079	4009599
2006	82119	4009541
2007	82174	4010190
2008	82220	4010382
2009	82266	4010613
2010	82303	4010359
2011	82342	4010214
2012	82382	4010148
2013	82424	4010135
2014	82466	4010185
2015	82510	4010284
2016	82553	4010311
2017	82594	4010284
2018	82636	4010283
2019	82677	4010244
2020	82717	4010192
2021	82755	4010015
2022	82794	4009879
2023	82833	4009754
2024	82872	4009616
2025	82910	4009418
2026	82948	4009224
2027	82992	4009341
2028	83033	4009302
2029	83072	4009155
2030	83109	4008940
2031	83148	4008824
2032	83186	4008600
2033	83223	4008417
2034	83266	4008466
2035	83304	4008295
2036	83343	4008133
2037	83380	4007889
2038	83418	4007727
2039	83457	4007600
2040	83494	4007379
2041	83534	4007265
2042	83576	4007316
2043	83622	4007498
2044	83665	4007552
2045	83710	4007693
2046	83749	4007592
2047	83789	4007503
2048	83828	4007359
2049	83870	4007349
2050	83908	4007181
2051	83945	4006956
2052	83986	4006928
2053	84027	4006870
2054	84066	4006752
2055	84108	4006788
2056	84148	4006701
2057	84188	4006612
2058	84229	4006576
2059	84268	4006419
2060	84307	4006300
2061	84345	4006126
2062	84386	4006075
2063	84424	4005907
2064	84463	4005755
2065	84500	4005562
2066	84539	4005422
2067	84578	4005292
2068	84615	4005068
2069	84654	4004947
2070	84694	4004843
2071	84730	4004579
2072	84768	4004402
2073	84804	4004137
2074	84845	4004075
2075	84883	4003900
2076	84919	4003644
2077	84958	4003536
2078	84997	4003376
2079	85037	4003313
2080	85078	4003270
2081	85117	4003124
2082	85154	4002912
2083	85194	4002839
2084	85235	4002813
2085	85275	4002726
2086	85314	4002605
2087	85353	4002436
2088	85391	4002300
2089	85431	4002216
2090	85471	4002128
2091	85512	4002078
2092	85549	4001871
2093	85585	4001609
2094	85626	4001535
2095	85668	4001547
2096	85708	4001501
2097	85745	4001265
2098	85782	4001047
2099	85821	4000924
2100	85860	4000800
2101	85897	4000585
2102	85935	4000399
2103	85975	4000289
2104	86014	4000170
2105	86051	3999980
2106	86096	4000107
2107	86136	4000014
2108	86172	3999750
2109	86208	3999516
2110	86247	3999370
2111	86285	3999184
2112	86323	3999020
2113	86363	3998939
2114	86402	3998817
2115	86445	3998858
2116	86483	3998715
2117	86522	3998572
2118	86562	3998481
2119	86600	3998313
2120	86643	3998380
2121	86684	3998333
2122	86724	3998261
2123	86760	3997986
2124	86801	3997956
2125	86848	3998214
2126	86888	3998135
2127	86927	3998018
2128	86969	3998014
2129	87008	3997878
2130	87047	3997775
2131	87088	3997758
2132	87131	3997784
2133	87172	3997768
2134	87210	3997591
2135	87248	3997426
2136	87286	3997257
2137	87323	3997052
2138	87361	3996852
2139	87398	3996625
2140	87433	3996352
2141	87473	3996249
2142	87513	3996180
2143	87552	3996073
2144	87589	3995822
2145	87626	3995599
2146	87663	3995422
2147	87702	3995267
2148	87738	3995037
2149	87775	3994824
2150	87814	3994695
2151	87851	3994469
2152	87894	3994521
2153	87930	3994279
2154	87968	3994083
2155	88010	3994097
2156	88046	3993862
2157	88087	3993805
2158	88128	3993766
2159	88168	3993694
2160	88205	3993496
2161	88241	3993256
2162	88279	3993057
2163	88320	3993015
2164	88357	3992840
2165	88395	3992647
2166	88434	3992540
2167	88472	3992356
2168	88512	3992276
2169	88552	3992218
2170	88592	3992123
2171	88631	3991989
2172	88672	3991990
2173	88709	3991782
2174	88749	3991673
2175	88785	3991424
2176	88822	3991236
2177	88862	3991138
2178	88898	3990891
2179	88936	3990703
2180	88974	3990540
2181	89014	3990470
2182	89052	3990294
2183	89090	3990128
2184	89128	3989970
2185	89155	3989325
2186	89192	3989104
2187	89234	3989111
2188	89271	3988907
2189	89308	3988692
2190	89345	3988506
2191	89383	3988345
2192	89424	3988282
2193	89464	3988204
2194	89502	3988064
2195	89542	3988005
2196	89579	3987774
2197	89619	3987702
2198	89656	3987494
2199	89697	3987449
2200	89736	3987327
2201	89774	3987183
2202	89810	3986931
2203	89847	3986724
2204	89885	3986572
2205	89923	3986393
2206	89963	3986294
2207	90001	3986151
2208	90044	3986215
2209	90082	3986033
2210	90118	3985797
2211	90157	3985668
2212	90196	3985540
2213	90233	3985355
2214	90271	3985212
2215	90308	3984981
2216	90344	3984756
2217	90381	3984548
2218	90419	3984368
2219	90456	3984181
2220	90496	3984066
2221	90533	3983878
2222	90575	3983915
2223	90619	3983989
2224	90660	3983975
2225	90705	3984094
2226	90747	3984112
2227	90790	3984181
2228	90832	3984184
2229	90874	3984218
2230	90914	3984138
2231	90951	3983921
2232	90989	3983787
2233	91027	3983604
2234	91067	3983557
2235	91106	3983406
2236	91145	3983285
2237	91187	3983311
2238	91228	3983282
2239	91267	3983181
2240	91307	3983100
2241	91345	3982932
2242	91382	3982726
2243	91419	3982543
2244	91457	3982370
2245	91500	3982413
2246	91537	3982228
2247	91576	3982116
2248	91613	3981926
2249	91650	3981722
2250	91696	3981885
2251	91744	3982172
2252	91783	3982057
2253	91824	3982002
2254	91861	3981831
2255	91899	3981643
2256	91939	3981596
2257	91979	3981508
2258	92016	3981301
2259	92054	3981163
2260	92094	3981071
2261	92132	3980921
2262	92174	3980949
2263	92214	3980868
2264	92254	3980808
2265	92295	3980753
2266	92335	3980679
2267	92375	3980637
2268	92420	3980748
2269	92461	3980742
2270	92502	3980698
2271	92542	3980645
2272	92581	3980494
2273	92619	3980346
2274	92655	3980095
2275	92695	3980024
2276	92737	3980038
2277	92776	3979933
2278	92816	3979848
2279	92856	3979783
2280	92896	3979746
2281	92933	3979515
2282	92972	3979429
2283	93015	3979447
2284	93056	3979456
2285	93099	3979515
2286	93144	3979656
2287	93186	3979668
2288	93228	3979647
2289	93266	3979520
2290	93307	3979477
2291	93351	3979576
2292	93390	3979476
2293	93436	3979636
2294	93482	3979812
2295	93524	3979861
2296	93562	3979675
2297	93602	3979612
2298	93641	3979491
2299	93682	3979452
2300	93718	3979232
2301	93756	3979071
2302	93794	3978919
2303	93833	3978812
2304	93875	3978833
2305	93916	3978781
2306	93954	3978643
2307	93996	3978645
2308	94037	3978630
2309	94077	3978547
2310	94115	3978392
2311	94157	3978410
2312	94195	3978257
2313	94233	3978084
2314	94272	3977958
2315	94309	3977791
2316	94354	3977927
2317	94392	3977773
2318	94433	3977730
2319	94471	3977596
2320	94509	3977399
2321	94546	3977204
2322	94584	3977066
2323	94621	3976864
2324	94659	3976707
2325	94698	3976616
2326	94739	3976590
2327	94779	3976518
2328	94818	3976405
2329	94861	3976451
2330	94905	3976533
2331	94942	3976365
2332	94982	3976262
2333	95022	3976191
2334	95062	3976151
2335	95105	3976185
2336	95143	3976025
2337	95181	3975896
2338	95221	3975807
2339	95261	3975746
2340	95299	3975599
2341	95339	3975499
2342	95378	3975403
2343	95399	3974534
2344	95441	3974560
2345	95486	3974716
2346	95528	3974716
2347	95575	3974939
2348	95626	3975305
2349	95672	3975492
2350	95718	3975687
2351	95765	3975898
2352	95813	3976176
2353	95859	3976316
2354	95902	3976403
2355	95953	3976784
2356	96017	3977688
2357	96081	3978618
2358	96169	3980529
2359	96213	3980620
2360	96257	3980715
2361	96299	3980726
2362	96338	3980603
2363	96377	3980514
2364	96417	3980432
2365	96464	3980650
2366	96510	3980827
2367	96555	3980941
2368	96600	3981100
2369	96646	3981256
2370	96693	3981467
2371	96733	3981422
2372	96772	3981309
2373	96812	3981218
2374	96852	3981158
2375	96895	3981209
2376	96946	3981573
2377	96996	3981918
2378	97041	3982035
2379	97090	3982362
2380	97141	3982723
2381	97191	3983053
2382	97235	3983159
2383	97284	3983430
2384	97332	3983682
2385	97378	3983878
2386	97430	3984268
2387	97476	3984462
2388	97522	3984645
2389	97547	3983947
2390	97589	3983952
2391	97636	3984147
2392	97679	3984210
2393	97729	3984541
2394	97780	3984905
2395	97832	3985320
2396	97884	3985754
2397	97934	3986087
2398	97976	3986091
2399	98023	3986296
2400	98068	3986429
2401	98111	3986458
2402	98153	3986479
2403	98194	3986426
2404	98232	3986268
2405	98273	3986243
2406	98314	3986206
2407	98357	3986251
2408	98402	3986391
2409	98444	3986381
2410	98486	3986384
2411	98526	3986323
2412	98569	3986352
2413	98612	3986412
2414	98657	3986535
2415	98703	3986686
2416	98744	3986684
2417	98790	3986823
2418	98830	3986772
2419	98875	3986898
2420	98922	3987076
2421	98966	3987189
2422	99037	3988344
2423	99090	3988799
2424	99143	3989261
2425	99190	3989439
2426	99241	3989827
2427	99291	3990149
2428	99339	3990404
2429	99392	3990845
2430	99443	3991202
2431	99503	3991930
2432	99565	3992733
2433	99620	3993255
2434	99695	3994590
2435	99745	3994881
2436	99788	3994925
2437	99828	3994861
2438	99869	3994819
2439	99910	3994765
2440	99955	3994901
2441	100000	3995015
2442	100050	3995331
2443	100095	3995455
2444	100137	3995448
2445	100178	3995445
2446	100214	3995199
2447	100252	3995012
2448	100289	3994839
2449	100326	3994638
2450	100367	3994586
2451	100407	3994519
2452	100447	3994431
2453	100487	3994361
2454	100529	3994339
2455	100568	3994238
2456	100609	3994209
2457	100646	3994011
2458	100683	3993819
2459	100725	3993799
2460	100763	3993665
2461	100801	3993507
2462	100842	3993450
2463	100882	3993393
2464	100924	3993380
2465	100964	3993289
2466	101005	3993263
2467	101051	3993407
2468	101095	3993515
2469	101158	3994333
2470	101211	3994752
2471	101249	3994605
2472	101288	3994466
2473	101325	3994306
2474	101365	3994197
2475	101406	3994188
2476	101444	3994024
2477	101484	3993944
2478	101525	3993878
2479	101564	3993787
2480	101602	3993628
2481	101645	3993648
2482	101686	3993616
2483	101724	3993461
2484	101762	3993316
2485	101801	3993197
2486	101838	3992984
2487	101875	3992805
2488	101916	3992758
2489	101959	3992784
2490	102004	3992928
2491	102047	3992960
2492	102090	3992986
2493	102132	3992990
2494	102172	3992900
2495	102210	3992768
2496	102249	3992648
2497	102293	3992730
2498	102338	3992828
2499	102382	3992905
2500	102426	3992986
2501	102467	3992957
2502	102507	3992861
2503	102545	3992735
2504	102588	3992742
2505	102627	3992635
2506	102666	3992507
2507	102703	3992320
2508	102751	3992572
2509	102787	3992338
2510	102824	3992131
2511	102864	3992044
2512	102905	3992017
2513	102944	3991918
2514	102982	3991736
2515	103018	3991534
2516	103060	3991518
2517	103098	3991366
2518	103136	3991206
2519	103174	3991064
2520	103217	3991082
2521	103259	3991095
2522	103302	3991131
2523	103340	3990985
2524	103379	3990865
2525	103419	3990767
2526	103457	3990644
2527	103499	3990640
2528	103540	3990585
2529	103580	3990522
2530	103618	3990375
2531	103660	3990342
2532	103701	3990304
2533	103742	3990290
2534	103784	3990262
2535	103824	3990183
2536	103862	3990061
2537	103905	3990081
2538	103944	3989952
2539	103982	3989813
2540	104022	3989756
2541	104065	3989771
2542	104105	3989696
2543	104143	3989558
2544	104182	3989439
2545	104222	3989361
2546	104258	3989113
2547	104299	3989088
2548	104337	3988942
2549	104380	3988956
2550	104422	3988970
2551	104468	3989132
2552	104508	3989062
2553	104547	3988920
2554	104584	3988737
2555	104621	3988564
2556	104658	3988346
2557	104699	3988331
2558	104738	3988192
2559	104776	3988050
2560	104813	3987856
2561	104852	3987768
2562	104891	3987622
2563	104927	3987421
2564	104967	3987327
2565	105005	3987172
2566	105046	3987140
2567	105089	3987197
2568	105130	3987156
2569	105171	3987103
2570	105211	3987021
2571	105250	3986930
2572	105288	3986764
2573	105325	3986567
2574	105364	3986449
2575	105402	3986299
2576	105440	3986175
2577	105478	3986005
2578	105516	3985844
2579	105553	3985684
2580	105595	3985673
2581	105637	3985678
2582	105676	3985554
2583	105718	3985547
2584	105757	3985450
2585	105794	3985241
2586	105831	3985053
2587	105871	3984983
2588	105909	3984858
2589	105950	3984796
2590	105991	3984766
2591	106036	3984870
2592	106081	3985001
2593	106123	3984987
2594	106163	3984921
2595	106200	3984746
2596	106238	3984568
2597	106276	3984444
2598	106313	3984249
2599	106350	3984037
2600	106389	3983944
2601	106429	3983850
2602	106470	3983818
2603	106510	3983744
2604	106547	3983573
2605	106587	3983485
2606	106632	3983600
2607	106670	3983463
2608	106718	3983692
2609	106760	3983685
2610	106802	3983666
2611	106839	3983508
2612	106877	3983354
2613	106917	3983283
2614	106959	3983287
2615	106999	3983185
2616	107036	3983023
2617	107075	3982910
2618	107113	3982743
2619	107150	3982564
2620	107191	3982508
2621	107229	3982387
2622	107270	3982323
2623	107310	3982267
2624	107351	3982223
2625	107395	3982288
2626	107436	3982253
2627	107478	3982273
2628	107518	3982209
2629	107558	3982107
2630	107596	3981957
2631	107633	3981795
2632	107671	3981647
2633	107710	3981535
2634	107750	3981455
2635	107789	3981338
2636	107826	3981168
2637	107864	3981022
2638	107903	3980901
2639	107943	3980816
2640	107980	3980626
2641	108020	3980561
2642	108061	3980514
2643	108100	3980420
2644	108138	3980289
2645	108177	3980179
2646	108219	3980156
2647	108255	3979946
2648	108293	3979780
2649	108331	3979644
2650	108369	3979484
2651	108408	3979403
2652	108447	3979277
2653	108487	3979219
2654	108524	3979015
2655	108563	3978902
2656	108603	3978830
2657	108643	3978775
2658	108681	3978644
2659	108720	3978524
2660	108759	3978411
2661	108783	3977753
2662	108825	3977755
2663	108865	3977684
2664	108903	3977527
2665	108944	3977505
2666	108985	3977460
2667	109023	3977308
2668	109062	3977193
2669	109103	3977159
2670	109142	3977060
2671	109188	3977200
2672	109234	3977357
2673	109282	3977589
2674	109334	3977948
2675	109381	3978105
2676	109437	3978628
2677	109483	3978774
2678	109522	3978661
2679	109559	3978488
2680	109598	3978389
2681	109639	3978333
2682	109680	3978311
2683	109719	3978190
2684	109757	3978048
2685	109796	3977952
2686	109834	3977802
2687	109872	3977660
2688	109914	3977649
2689	109952	3977512
2690	109990	3977352
2691	110029	3977241
2692	110067	3977112
2693	110106	3977007
2694	110143	3976831
2695	110180	3976635
2696	110218	3976472
2697	110256	3976359
2698	110293	3976172
2699	110341	3976390
2700	110378	3976208
2701	110415	3976028
2702	110456	3975985
2703	110495	3975877
2704	110535	3975817
2705	110576	3975759
2706	110614	3975626
2707	110652	3975487
2708	110693	3975441
2709	110731	3975297
2710	110769	3975164
2711	110810	3975121
2712	110848	3974979
2713	110885	3974798
2714	110925	3974715
2715	110963	3974580
2716	111002	3974483
2717	111040	3974347
2718	111086	3974495
2719	111137	3974793
2720	111185	3975005
2721	111238	3975396
2722	111282	3975495
2723	111322	3975408
2724	111362	3975344
2725	111402	3975272
2726	111441	3975153
2727	111479	3974996
2728	111516	3974849
2729	111555	3974733
2730	111593	3974599
2731	111633	3974512
2732	111671	3974360
2733	111709	3974234
2734	111747	3974073
2735	111802	3974529
2736	111839	3974382
2737	111877	3974221
2738	111917	3974170
2739	111958	3974104
2740	112000	3974115
2741	112047	3974310
2742	112090	3974341
2743	112132	3974311
2744	112169	3974157
2745	112209	3974064
2746	112246	3973892
2747	112282	3973702
2748	112323	3973637
2749	112361	3973526
2750	112400	3973413
2751	112439	3973311
2752	112483	3973364
2753	112520	3973180
2754	112558	3973051
2755	112595	3972886
2756	112633	3972714
2757	112671	3972591
2758	112708	3972403
2759	112744	3972209
2760	112785	3972182
2761	112826	3972115
2762	112866	3972066
2763	112908	3972051
2764	112950	3972044
2765	112973	3971395
2766	113013	3971310
2767	113055	3971324
2768	113105	3971612
2769	113151	3971727
2770	113194	3971786
2771	113234	3971708
2772	113275	3971655
2773	113314	3971566
2774	113353	3971474
2775	113393	3971388
2776	113433	3971312
2777	113473	3971259
2778	113514	3971212
2779	113553	3971105
2780	113576	3970423
2781	113613	3970281
2782	113652	3970169
2783	113690	3970034
2784	113732	3970023
2785	113772	3969949
2786	113810	3969821
2787	113848	3969667
2788	113886	3969513
2789	113926	3969444
2790	113964	3969318
2791	114005	3969303
2792	114041	3969079
2793	114079	3968936
2794	114120	3968890
2795	114158	3968775
2796	114198	3968679
2797	114236	3968568
2798	114275	3968466
2799	114313	3968316
2800	114350	3968152
2801	114389	3968037
2802	114427	3967886
2803	114463	3967698
2804	114501	3967547
2805	114539	3967425
2806	114576	3967239
2807	114615	3967148
2808	114652	3966959
2809	114691	3966843
2810	114729	3966719
2811	114766	3966531
2812	114805	3966441
2813	114845	3966372
2814	114886	3966323
2815	114930	3966417
2816	114970	3966338
2817	115009	3966240
2818	115048	3966117
2819	115089	3966092
2820	115126	3965936
2821	115169	3965957
2822	115211	3965955
2823	115254	3966007
2824	115293	3965906
2825	115333	3965812
2826	115370	3965636
2827	115408	3965500
2828	115445	3965336
2829	115482	3965173
2830	115522	3965110
2831	115561	3964996
2832	115601	3964924
2833	115638	3964769
2834	115678	3964700
2835	115715	3964537
2836	115753	3964399
2837	115791	3964252
2838	115827	3964057
2839	115866	3963938
2840	115907	3963902
2841	115946	3963809
2842	115987	3963769
2843	116027	3963688
2844	116067	3963639
2845	116107	3963572
2846	116144	3963410
2847	116183	3963286
2848	116222	3963186
2849	116259	3963020
2850	116297	3962886
2851	116336	3962779
2852	116372	3962578
2853	116410	3962443
2854	116450	3962366
2855	116487	3962200
2856	116524	3962053
2857	116562	3961887
2858	116599	3961716
2859	116636	3961549
2860	116673	3961379
2861	116711	3961242
2862	116748	3961076
2863	116785	3960905
2864	116822	3960759
2865	116864	3960738
2866	116901	3960594
2867	116940	3960497
2868	116978	3960346
2869	117016	3960206
2870	117054	3960086
2871	117092	3959951
2872	117135	3959973
2873	117175	3959898
2874	117212	3959745
2875	117250	3959616
2876	117291	3959576
2877	117328	3959420
2878	117368	3959327
2879	117406	3959200
2880	117445	3959104
2881	117482	3958956
2882	117523	3958893
2883	117563	3958856
2884	117602	3958731
2885	117639	3958584
2886	117676	3958421
2887	117714	3958261
2888	117752	3958155
2889	117791	3958034
2890	117828	3957867
2891	117866	3957727
2892	117906	3957670
